2;25,51
4;24,34
5;23,77
11;36,51
14;43,94
16;43,81
18;35,27
24;25,43
38;43,99
44;28,25
50;24,06
52;24,03
56;29,22
60;37,26
66;35,26
72;26,07
78;24,34
85;32,27
88;37,79
103;25,32
113;38,79
119;25,41
124;23,95
125;24,43
126;24,32
130;34,59
133;40,65
135;44,74
137;40,29
143;25,77
144;25,48
146;24,99
149;22,99
150;22,53
151;27,95
167;25,93
169;25,09
177;34,81
183;42,28
188;26,5
191;25,93
196;24,21
202;33,72
203;35,34
207;38,56
208;34,23
217;24,28
221;23,44
224;30,26
228;37,19
230;43,33
237;27,58
242;24,36
254;43,96
257;41,29
265;25,92
269;24,76
272;31,9
278;42,78
279;45,76
281;42,84
282;35,19
284;29,28
286;26,85
292;24,16
295;28,7
297;34,14
311;26,03
316;22,13
317;21,68
322;35,67
326;44,83
331;31,04
342;22,55
347;34,83
348;38,55
355;30,73
358;26,64
366;24,93
378;30,42
387;22,74
399;38,19
404;26,67
406;25,21
413;23,7
415;25,68
417;30,71
421;34,29
432;23,02
436;23,56
437;23,37
438;23,09
447;44,17
449;38,1
452;27,59
459;22,78
464;23,3
465;24,21
475;24,79
478;24,15
481;23,99
489;29,71
492;34,68
501;25,61
509;23,23
512;27,01
520;31,06
535;23,81
539;35,67
541;35,91
562;25,88
566;31,26
575;24,06
577;21,9
582;21,16
583;23,21
584;29,31
586;32,81
594;29,51
596;25,37
600;24,35
604;23,96
620;26,33
621;24,95
634;34,68
636;36,67
638;40,91
646;25,91
653;22,93
654;22,83
655;27,22
657;37,07
671;24,88
672;24,76
678;23,65
679;24,51
690;29,99
697;23,64
698;23,25
704;27,7
705;27,67
707;33,39
715;24,05
716;23,77
